,vmcreated,vmdeleted,lifetime,profile,node,core
276,2290500,2291700,0.3333333333333333,3,3,3
277,2291100,2303100,3.3333333333333335,8,1,5
278,2293200,2438100,40.25,7,1,3
279,2292000,2437500,40.416666666666664,7,2,4
280,2181000,2291400,30.666666666666668,8,1,3
281,2287200,2293800,1.8333333333333333,5,3,2
282,2181000,2291400,30.666666666666668,5,3,5
283,2289900,2291700,0.5,1,2,5
284,2291100,2294100,0.8333333333333334,1,3,5
285,2292600,2292600,0.08333333333333333,3,2,4
286,2292600,2294100,0.4166666666666667,1,3,5
287,2290500,2292600,0.5833333333333334,8,2,4
288,2292900,2293800,0.25,1,1,2
289,2292600,2397300,29.083333333333332,2,1,5
290,2293200,2293500,0.08333333333333333,4,2,3
291,2288100,2291700,1.0,7,3,2
292,2289600,2291700,0.5833333333333334,2,1,2
293,2289600,2291400,0.5,3,1,5
294,2292300,2591400,83.08333333333333,2,1,2
295,2293200,2438700,40.416666666666664,8,1,3
296,2251200,2291400,11.166666666666666,3,3,5
297,2288700,2291100,0.6666666666666666,2,1,2
298,2289600,2291700,0.5833333333333334,6,3,3
299,2290200,2292000,0.5,7,3,4
300,2292600,2296200,1.0,8,2,3
301,2290800,2294100,0.9166666666666666,5,2,3
302,2293500,2295300,0.5,7,1,5
303,2290500,2294100,1.0,6,3,5
304,2291400,2292300,0.25,8,2,5
305,2290200,2291400,0.3333333333333333,6,2,5
306,2290800,2293200,0.6666666666666666,7,2,5
307,2290200,2292000,0.5,2,1,5
308,2291400,2292300,0.25,6,1,4
309,2271000,2290800,5.5,3,2,4
310,2292000,2293500,0.4166666666666667,1,3,2
311,2290500,2293800,0.9166666666666666,2,2,1
312,2292300,2292300,0.08333333333333333,7,3,5
313,2292900,2295300,0.6666666666666666,3,2,1
314,2289900,2292300,0.6666666666666666,4,2,5
315,2290800,2291700,0.25,7,3,4
316,2292600,2312700,5.583333333333333,1,3,3
317,2291100,2293500,0.6666666666666666,6,3,5
318,2292000,2296500,1.25,6,2,3
319,2292300,2294100,0.5,7,3,4
320,2293200,2293800,0.16666666666666666,1,2,5
321,2292000,2437500,40.416666666666664,2,1,3
322,2292000,2351100,16.416666666666668,7,3,4
323,2290200,2291700,0.4166666666666667,8,2,3
324,2266500,2291700,7.0,2,1,5
325,2291700,2293800,0.5833333333333334,2,2,4
326,2291100,2293500,0.6666666666666666,8,3,2
327,2289000,2290800,0.5,5,3,4
328,2292600,2294700,0.5833333333333334,3,3,4
329,2290800,2294100,0.9166666666666666,2,1,2
330,2291400,2293500,0.5833333333333334,2,2,4
331,2292900,2293500,0.16666666666666666,8,1,1
332,2291700,2295000,0.9166666666666666,8,2,1
333,2291700,2351100,16.5,8,3,1
334,2293200,2295900,0.75,5,1,4
335,2293500,2295600,0.5833333333333334,3,2,2
336,2291100,2291100,0.08333333333333333,2,1,1
337,2283900,2293500,2.6666666666666665,8,3,4
338,2180700,2291400,30.75,8,3,3
339,2291400,2334300,11.916666666666666,6,2,5
340,2291100,2293500,0.6666666666666666,1,2,1
341,2266200,2291400,7.0,7,1,3
342,2293500,2437200,39.916666666666664,2,3,2
343,2287800,2291700,1.0833333333333333,1,2,1
344,2289600,2291400,0.5,8,1,4
345,2289300,2290800,0.4166666666666667,4,2,1
346,2290500,2294100,1.0,3,2,5
347,2293500,2343600,13.916666666666666,5,3,2
348,2290200,2291700,0.4166666666666667,8,3,3
349,2292900,2293200,0.08333333333333333,8,3,3
350,2290500,2291700,0.3333333333333333,8,1,5
351,2291400,2355900,17.916666666666668,1,1,1
352,2293500,2295600,0.5833333333333334,3,2,2
353,2293500,2295000,0.4166666666666667,3,1,5
354,2286900,2291100,1.1666666666666667,2,1,2
355,2291100,2291400,0.08333333333333333,1,2,3
356,2291100,2306400,4.25,1,2,5
357,2290500,2293800,0.9166666666666666,3,1,1
358,2292600,2307000,4.0,1,3,2
359,2293500,2295300,0.5,4,3,5
360,2291700,2293500,0.5,5,1,3
361,2287200,2291100,1.0833333333333333,4,1,1
362,2290500,2293200,0.75,5,1,3
363,2292000,2350800,16.333333333333332,8,2,3
364,2293200,2297100,1.0833333333333333,4,1,5
365,2290500,2291700,0.3333333333333333,7,3,2
366,2290800,2295000,1.1666666666666667,2,2,2
367,2292300,2292900,0.16666666666666666,8,1,3
368,2290800,2291400,0.16666666666666666,4,3,1
369,2291700,2292000,0.08333333333333333,5,1,5
370,2290200,2291700,0.4166666666666667,6,1,3
371,2291100,2291400,0.08333333333333333,1,2,5
372,2288400,2291700,0.9166666666666666,6,2,5
373,2293200,2295000,0.5,2,1,2
374,2294100,2328600,9.583333333333334,2,2,4
375,2292000,2296500,1.25,3,1,5
376,2289600,2291700,0.5833333333333334,7,3,4
377,2289900,2294100,1.1666666666666667,6,2,1
378,2291700,2350800,16.416666666666668,3,3,3
379,2290800,2292900,0.5833333333333334,8,3,1
380,2292300,2293800,0.4166666666666667,4,1,5
381,2292000,2294100,0.5833333333333334,3,3,1
382,2294100,2294400,0.08333333333333333,5,1,5
383,2293500,2358900,18.166666666666668,4,3,4
384,2292300,2591400,83.08333333333333,7,1,1
385,2293200,2293800,0.16666666666666666,1,3,2
386,2291700,2295300,1.0,3,1,1
387,2288700,2290800,0.5833333333333334,5,3,2
388,2292900,2295000,0.5833333333333334,7,2,2
389,2292600,2313300,5.75,8,3,5
390,2293500,2294400,0.25,3,2,5
391,2270400,2292000,6.0,1,1,1
392,2289600,2291700,0.5833333333333334,6,1,5
393,2293200,2295000,0.5,2,2,4
394,2290200,2293800,1.0,4,1,3
395,2291700,2295000,0.9166666666666666,8,1,5
396,2292300,2294400,0.5833333333333334,1,2,1
397,2290500,2292600,0.5833333333333334,8,3,3
398,2291400,2295000,1.0,1,2,4
399,2292000,2351100,16.416666666666668,3,2,1
400,2292300,2294100,0.5,1,1,1
401,2291100,2294400,0.9166666666666666,1,2,3
402,2249700,2292000,11.75,4,1,3
403,2290800,2291100,0.08333333333333333,3,3,5
404,2291400,2294700,0.9166666666666666,7,1,2
405,2293200,2294700,0.4166666666666667,4,3,3
406,2292000,2320500,7.916666666666667,5,3,1
407,2290500,2292900,0.6666666666666666,7,1,5
408,2292900,2438400,40.416666666666664,6,3,3
409,2294100,2294100,0.08333333333333333,6,1,1
410,2294100,2295900,0.5,7,3,3
411,2290800,2291400,0.16666666666666666,7,1,4
412,2293500,2302800,2.5833333333333335,8,2,1
413,2293200,2295000,0.5,8,3,4
414,2290500,2292300,0.5,2,2,2
415,2294100,2294100,0.08333333333333333,2,1,2
416,2292300,2294100,0.5,2,2,1
417,2292000,2351100,16.416666666666668,4,1,5
418,2293200,2295000,0.5,4,2,3
419,2294100,2295300,0.3333333333333333,6,2,1
420,2291700,2293800,0.5833333333333334,1,3,2
421,2292300,2294100,0.5,6,2,3
422,2293200,2295000,0.5,4,2,1
423,2289900,2292000,0.5833333333333334,5,3,3
424,2291100,2291700,0.16666666666666666,3,3,2
425,2294100,2295000,0.25,8,3,3
426,2291100,2293500,0.6666666666666666,4,1,3
427,2291400,2292600,0.3333333333333333,3,3,1
428,2290800,2291100,0.08333333333333333,3,3,2
429,2255100,2292900,10.5,1,2,3
430,2292300,2293200,0.25,5,1,3
431,2291700,2292000,0.08333333333333333,1,3,1
432,2289900,2292000,0.5833333333333334,2,2,3
433,2287800,2290800,0.8333333333333334,3,3,2
434,2293200,2298300,1.4166666666666667,6,2,5
435,2290200,2291400,0.3333333333333333,8,2,5
436,2288400,2290800,0.6666666666666666,7,1,1
437,2293500,2304600,3.0833333333333335,1,3,4
438,2286900,2291100,1.1666666666666667,6,2,3
439,2292600,2293200,0.16666666666666666,6,1,5
440,2105100,2290800,51.583333333333336,5,3,5
441,2291400,2292900,0.4166666666666667,5,2,3
442,2290200,2292000,0.5,8,1,5
443,2292600,2295300,0.75,2,1,3
444,2290800,2293500,0.75,4,1,2
445,2290800,2291700,0.25,3,3,2
446,2293500,2293500,0.08333333333333333,2,1,3
447,2291700,2292300,0.16666666666666666,3,3,5
448,2289000,2291100,0.5833333333333334,5,1,4
449,2180700,2291400,30.75,3,2,5
450,2290500,2291700,0.3333333333333333,8,2,2
451,2293200,2295300,0.5833333333333334,1,1,4
452,2270100,2292000,6.083333333333333,3,1,3
453,2289000,2291100,0.5833333333333334,5,3,3
454,2293500,2358900,18.166666666666668,8,1,2
455,2266200,2291400,7.0,8,2,3
456,2291100,2295300,1.1666666666666667,5,2,4
457,2290800,2292300,0.4166666666666667,1,2,5
458,2290800,2295600,1.3333333333333333,2,2,4
459,2291400,2292900,0.4166666666666667,1,3,3
460,2271000,2291700,5.75,8,2,1
461,2289000,2290800,0.5,7,3,1
462,2293500,2295000,0.4166666666666667,8,3,3
463,2291100,2291400,0.08333333333333333,2,3,2
464,2294100,2295900,0.5,1,1,4
465,2290500,2291100,0.16666666666666666,6,1,4
466,2294100,2302500,2.3333333333333335,3,3,2
467,2287200,2291100,1.0833333333333333,4,3,4
468,2291700,2293200,0.4166666666666667,7,3,4
469,2289300,2291100,0.5,6,3,2
470,2218500,2293500,20.833333333333332,4,1,3
471,2286900,2291100,1.1666666666666667,2,2,3
472,2289600,2293200,1.0,2,3,1
473,2289900,2291400,0.4166666666666667,4,3,2
474,2293800,2295300,0.4166666666666667,6,3,2
475,2289000,2292300,0.9166666666666666,4,2,2
476,2292000,2437800,40.5,5,2,3
477,2291100,2291400,0.08333333333333333,7,1,4
478,2288400,2292900,1.25,8,3,3
479,2291100,2293500,0.6666666666666666,6,3,5
480,2287200,2291100,1.0833333333333333,5,3,4
481,2291700,2302200,2.9166666666666665,7,1,4
482,2289300,2292000,0.75,2,3,1
483,2290500,2291100,0.16666666666666666,8,1,4
484,2290800,2290800,0.08333333333333333,1,2,5
485,2181000,2291400,30.666666666666668,1,1,4
486,2292900,2345100,14.5,5,3,5
487,2290800,2292000,0.3333333333333333,7,3,1
488,2294100,2591400,82.58333333333333,5,3,2
489,2293800,2295600,0.5,3,3,1
490,2291100,2292300,0.3333333333333333,6,1,5
491,2293200,2293500,0.08333333333333333,7,2,1
492,2294100,2295300,0.3333333333333333,3,3,3
493,2293800,2294400,0.16666666666666666,2,2,4
494,2288100,2291700,1.0,7,1,3
495,2291400,2294400,0.8333333333333334,2,2,2
496,2293200,2358900,18.25,3,2,2
497,2290500,2291100,0.16666666666666666,1,2,3
498,2290800,2291700,0.25,3,3,1
499,2291700,2292900,0.3333333333333333,8,1,5
500,2286900,2291100,1.1666666666666667,6,3,2
501,2291400,2293200,0.5,4,1,4
502,2289900,2291700,0.5,4,3,4
503,2290500,2292000,0.4166666666666667,1,3,2
504,2292300,2292600,0.08333333333333333,7,2,1
505,2293500,2295600,0.5833333333333334,1,2,3
506,2292000,2313000,5.833333333333333,1,2,5
507,2291700,2293200,0.4166666666666667,1,2,2
508,2291100,2292900,0.5,8,3,4
509,2292600,2296200,1.0,1,2,3
510,2292600,2297400,1.3333333333333333,3,2,4
511,2290500,2293200,0.75,2,3,1
512,2292900,2293800,0.25,1,1,3
513,2290500,2294100,1.0,5,2,3
514,2290500,2291100,0.16666666666666666,4,2,2
515,2285700,2290800,1.4166666666666667,8,3,5
516,2293800,2357100,17.583333333333332,6,2,1
517,2292600,2294700,0.5833333333333334,8,1,2
518,2289300,2291700,0.6666666666666666,3,1,1
519,2289600,2291400,0.5,5,3,3
520,2290500,2291100,0.16666666666666666,3,1,1
521,2294100,2294700,0.16666666666666666,3,3,4
522,2292300,2363400,19.75,8,1,4
523,2291700,2293200,0.4166666666666667,2,2,5
524,2292900,2292900,0.08333333333333333,6,2,5
525,2292000,2292600,0.16666666666666666,4,3,5
526,2292000,2293500,0.4166666666666667,7,3,1
527,2293800,2360400,18.5,3,3,4
528,2293200,2293500,0.08333333333333333,6,3,1
529,2294100,2295300,0.3333333333333333,7,3,3
530,2270400,2292000,6.0,5,3,5
531,2290200,2291400,0.3333333333333333,3,2,4
532,2292600,2292900,0.08333333333333333,6,2,5
533,2291100,2303100,3.3333333333333335,6,1,1
534,2292600,2294400,0.5,4,1,5
535,2289900,2292000,0.5833333333333334,2,3,3
536,2290500,2291700,0.3333333333333333,1,2,1
537,2288100,2291700,1.0,7,2,4
538,2220300,2292000,19.916666666666668,6,2,3
539,2289300,2291100,0.5,2,1,3
540,2292600,2348100,15.416666666666666,2,2,2
541,2293200,2293500,0.08333333333333333,8,3,4
542,2291100,2295000,1.0833333333333333,2,2,4
543,2290800,2291700,0.25,6,3,4
544,2292900,2294400,0.4166666666666667,2,3,1
545,2291700,2437200,40.416666666666664,5,3,1
546,2291700,2351100,16.5,1,3,5
547,2288100,2291700,1.0,2,1,2
548,2291700,2291700,0.08333333333333333,7,3,1
549,2290800,2291700,0.25,7,2,2
550,2291400,2295000,1.0,3,1,2
551,2294100,2294400,0.08333333333333333,3,3,1
552,2267400,2291400,6.666666666666667,5,2,3
553,2289000,2290800,0.5,1,2,5
554,2292300,2293500,0.3333333333333333,7,2,5
555,2267400,2291400,6.666666666666667,6,2,5
556,2288700,2294100,1.5,4,2,4
557,2290500,2290800,0.08333333333333333,6,1,3
558,2293800,2295600,0.5,7,1,2
559,2291100,2291700,0.16666666666666666,7,2,2
560,2291100,2292000,0.25,6,3,3
561,2291700,2591400,83.25,8,3,2
562,2289900,2291700,0.5,8,3,1
563,2291700,2294100,0.6666666666666666,7,3,2
564,2288700,2290800,0.5833333333333334,7,3,2
565,2293800,2383500,24.916666666666668,7,3,2
566,2289300,2291100,0.5,7,3,5
567,2293800,2294400,0.16666666666666666,4,3,2
568,2289600,2291400,0.5,8,2,3
569,2269800,2291700,6.083333333333333,6,2,3
570,2289900,2291700,0.5,4,1,1
571,2293200,2293800,0.16666666666666666,2,2,5
572,2292300,2292900,0.16666666666666666,3,2,1
573,2291100,2291400,0.08333333333333333,7,3,1
574,2269800,2294100,6.75,6,2,4
575,2291100,2292000,0.25,2,2,3
576,2291400,2291700,0.08333333333333333,3,2,3
577,2291100,2291400,0.08333333333333333,1,3,2
578,2292600,2296200,1.0,8,1,4
579,2292300,2294100,0.5,8,3,4
580,2292900,2303400,2.9166666666666665,6,1,1
581,2294100,2295000,0.25,5,1,5
582,2291700,2295000,0.9166666666666666,7,1,1
583,2291100,2292300,0.3333333333333333,3,1,3
584,2289600,2291100,0.4166666666666667,3,2,5
585,2293500,2336400,11.916666666666666,1,3,3
586,2288700,2292000,0.9166666666666666,3,2,5
587,2291100,2291400,0.08333333333333333,3,1,2
588,2290800,2294100,0.9166666666666666,3,2,3
589,2291100,2291700,0.16666666666666666,1,3,1
590,2286900,2291100,1.1666666666666667,3,2,5
591,2291100,2291400,0.08333333333333333,8,1,5
592,2290800,2323200,9.0,7,1,5
593,2291400,2292900,0.4166666666666667,1,1,2
594,2291400,2295600,1.1666666666666667,2,3,3
595,2291400,2292000,0.16666666666666666,2,3,2
596,2291400,2294100,0.75,8,3,2
